Cliente,Cred_perd,Cred_PF,Electronico,Monto_prom,Saldo,Ing_tot
891310,0,0,7,455.9831913,1102.271586,3
891329,0,0,19,1566.008775,493.1206827,4698.026325
891338,0,0,18,475.7647497,509.6695323,23
891347,0,1,12,488.3265152,530.5175499,14
891356,1,2,13,1775.979312,-60.62056358,1775.979312
891365,1,4,16,1512.031452,1321.405164,4536.094356
891374,0,0,7,533.4240905,588.5222005,25
891383,1,0,11,504.5615454,1527.853425,-75
891392,1,1,14,535.4405316,1204.004463,-54
891404,0,0,16,510.3002158,296.2637716,45
891422,1,0,11,474.8072123,1070.393203,-9
891431,0,0,11,531.5258623,624.8935842,43
891440,1,0,19,483.8490408,715.2795215,-21
891459,2,1,11,1300.921189,980.2006699,28
891486,1,0,2,463.8924018,688.87321,33
891495,1,1,18,482.9950808,1146.018416,23
891507,1,0,13,526.8372959,1195.377165,526.8372959
891516,0,0,21,486.1880388,517.527505,972.3760776
891525,0,0,2,474.1084221,850.0112175,30
891534,0,0,8,394.8981602,932.5361213,1184.694481
891543,0,3,19,2018.285063,898.1301009,6054.85519
891552,0,0,16,505.0273565,55.82375429,8
891561,0,3,18,1522.329635,1618.4224,4566.988905
891570,2,0,22,1898.998692,645.2215418,-4
891589,0,1,21,526.5661537,513.6617938,49
891598,1,1,3,910.2496401,1167.581706,910.2496401
891600,1,1,4,516.1770497,344.4484997,-8
891619,1,0,13,495.8188717,789.5843722,12
891628,0,0,3,500.7044645,435.6076702,24
891637,1,0,17,515.4898033,1059.649866,15
891655,0,1,8,1842.191487,429.5380484,3684.382973
891664,0,1,21,522.8607259,920.2768483,26
891673,2,1,12,2266.381072,108.1570837,-55
891682,0,1,6,470.157285,1164.315171,940.3145699
891691,1,0,5,472.4540388,1389.954191,0
891703,0,0,19,485.4198522,-189.1507853,31
891712,0,0,15,425.3510578,774.3518744,37
891721,1,4,19,1229.668518,1156.651596,7378.011108
891730,0,1,19,490.8264382,674.9666256,981.6528764
891749,1,1,13,1684.109122,745.0082279,1684.109122
891758,0,0,5,505.7216697,893.5375663,9
891767,0,1,14,522.1023657,655.1851944,11
891785,0,1,12,480.3536032,517.9775656,5
891806,1,1,5,477.7235758,1223.70841,-53
891815,0,0,17,1115.150415,958.1636998,3345.451244
891824,0,2,6,504.1198737,667.5313065,1008.239747
891833,0,0,3,1657.696928,516.7886727,4973.090783
891851,0,0,13,485.6608341,816.8252241,21
891860,1,1,1,431.8889148,500.137646,-86
891879,0,1,8,472.5763676,1491.555196,6
891888,0,0,15,452.9687626,1126.341743,13
891897,0,0,12,1327.642401,343.4847969,2655.284803
891909,0,0,2,487.6209025,729.1236462,27
891918,0,0,4,549.8852993,587.5853527,49
891927,1,0,9,482.842668,697.2262924,-24
891936,1,1,18,1475.982191,677.3180098,1475.982191
891945,1,0,7,530.2870177,216.5185288,6
891954,0,0,12,542.3593998,1071.207952,28
891972,0,0,16,510.067891,460.8132549,1
891981,1,0,9,516.4260866,1381.603774,34
892009,0,1,10,512.5227477,1163.599273,5
892018,1,1,18,479.7998137,933.1145478,-75
892027,1,1,20,1208.872701,415.4594342,1208.872701
892036,3,3,21,1351.012788,587.7717806,49
892045,0,3,19,1547.494733,479.849271,4642.484198
892054,0,0,15,1323.392324,499.4837523,3970.176972
892063,0,2,12,1772.338501,807.7121279,8861.692507
892072,0,0,22,539.5463085,660.1549343,1079.092617
892081,0,1,12,1333.383362,1157.410506,5333.533449
892090,0,0,12,473.3737706,170.349056,45
892102,0,0,3,595.9709595,827.642357,12
892111,1,0,9,1777.487196,663.6078785,1777.487196
892120,0,0,4,496.0120022,694.1537601,34
892139,1,0,9,515.447997,527.2814337,14
892148,0,1,15,475.2471239,475.846465,30
892157,0,0,6,499.0016084,255.8322561,41
892166,1,1,2,535.2681417,1054.270264,32
892175,1,3,16,2099.861889,788.2668557,4199.723779
892184,0,0,13,492.0034545,1008.988058,35
892193,1,0,10,541.7540779,979.5852958,-82
892205,0,0,17,487.154632,1179.836271,10
892214,0,1,17,488.6246832,806.8222814,25
892223,1,0,24,1861.881806,737.6000278,13033.17264
892232,0,0,17,499.5096134,422.4325346,2
892241,0,1,20,1411.908903,777.9111636,7059.544516
892250,0,2,15,499.912857,1596.466939,999.825714
892269,0,1,9,515.7195288,1068.622643,33
892278,0,0,20,505.0704138,1205.735994,32
892287,1,0,13,478.5801238,84.45055922,45
892296,0,1,13,533.5006114,-25.83015055,33
892308,1,0,6,1359.926675,626.5454321,2719.853349
892317,1,1,14,454.9252458,25.27781779,32
892326,0,0,8,2046.551143,19.93673934,6139.65343
892335,0,0,7,528.1347506,868.5775364,1056.269501
892344,0,0,2,501.6741289,1007.91519,36
892353,0,2,2,559.9983564,873.5105967,1119.996713
892371,0,0,3,1566.816121,326.3905731,3133.632243
892399,1,0,4,552.9787522,1067.354703,-94
892410,1,0,18,1557.164934,1447.284374,1557.164934
892429,0,2,6,1426.997681,246.9332888,4280.993044
892438,0,1,17,1567.157875,1554.501358,4701.473625
892447,0,1,7,526.7477437,923.4049975,25
892456,0,3,20,1364.856802,277.6873167,4094.570407
892465,0,0,4,1555.609431,688.2076843,4666.828294
892474,1,5,36,1551.61591,478.0098095,26377.47047
892483,0,2,22,1243.298971,1235.822628,3729.896914
892492,1,1,21,502.9443579,639.0944731,-85
892504,0,1,11,513.24802,519.2755729,17
892513,0,0,17,466.2966894,711.3716502,32
892522,1,0,1,484.0602351,291.207514,-27
892531,0,3,21,1650.579204,774.2129703,6602.316815
892540,1,0,20,518.4026993,1037.855031,-99
892568,0,0,10,500.3239108,1252.762166,37
892577,0,0,13,526.5069544,563.7256125,20
892586,0,1,22,949.1949904,763.0312854,3796.779961
892595,0,0,21,467.3948282,311.6904132,17
892607,0,1,3,517.9812148,848.2165435,44
892616,0,0,5,518.0291807,1076.753744,42
892625,0,2,2,1423.42284,-369.6157892,2846.845679
892634,0,0,20,524.7873744,604.2672848,20
892643,0,0,2,446.9388528,419.2882691,47
892652,0,1,8,500.4254169,1537.501459,0
892661,0,3,19,1956.953316,1059.655545,7827.813264
892670,1,0,8,483.8273569,469.1315824,-73
892689,1,1,6,543.7541127,135.5616565,48
892698,1,0,2,1827.855549,943.7129124,1827.855549
892700,0,2,19,1069.446073,1318.038225,3208.338219
892719,0,5,20,1610.893379,802.4154712,9665.360276
892728,2,0,15,1571.38858,545.0332058,-96
892737,0,0,19,455.7072893,1189.181668,27
892746,0,1,12,503.5859159,1072.916457,31
892755,1,0,14,1765.588756,835.7029359,3531.177512
892764,0,0,9,472.2597239,538.0062155,30
892773,1,1,15,499.5376062,1178.43375,-47
892803,1,3,11,1819.334655,587.5067282,3638.66931
892812,3,2,10,742.2900163,386.3339593,1484.580033
892821,0,0,5,447.6924191,689.9000568,13
892830,0,5,7,1773.806751,1538.42608,8869.033755
892849,0,0,18,1833.938576,867.5364179,3667.877152
892858,0,0,15,527.931898,943.8909477,31
892867,0,2,21,1953.680916,732.4968447,5861.042747
892876,0,1,1,481.2275604,900.1596058,47
892894,0,0,19,473.7868903,1003.974957,8
892906,0,5,8,1747.132679,639.3094213,8735.663397
892915,1,1,8,877.1806142,1574.759918,877.1806142
892924,1,0,20,511.8116868,1021.051315,31
892933,1,0,21,511.5178091,1944.447229,-72
892942,0,1,6,412.7324318,658.1249523,47
892951,0,0,21,500.7606427,1068.985172,37
892960,1,0,5,504.435925,-3.863293281,-1
892979,0,0,6,1389.847996,1382.583742,2779.695992
892988,0,1,4,1619.232887,758.792093,3238.465774
892997,1,0,3,1520.767699,904.064284,1520.767699
893006,0,4,21,1411.498891,653.5740931,5645.995565
893015,1,1,20,502.6623036,398.5662358,12
893024,0,0,13,512.2742472,665.4263852,49
893033,0,4,19,1619.442413,211.4974893,6477.769653
893042,0,0,3,498.0678794,666.5244487,13
893051,0,1,2,522.7531718,769.720172,34
893060,0,0,2,517.943274,634.968581,1
893079,1,0,19,518.0897206,282.6232245,33
893088,0,1,11,1484.501549,423.8039204,10391.51084
893097,1,0,3,1560.234342,283.5887177,1560.234342
893109,1,1,3,474.8829725,1656.938881,-38
893118,0,4,8,1730.285347,610.0318273,8651.426737
893127,1,1,8,1898.087747,187.7668466,1898.087747
893136,0,0,20,494.4467347,724.4676431,9
893145,0,0,12,1402.738019,937.4873912,8416.428111
893154,1,1,16,526.4181527,735.8391857,526.4181527
893163,0,0,13,485.904376,243.066058,6
893172,1,0,5,1704.019577,468.9980705,1704.019577
893181,0,0,19,472.4218364,768.9939242,29
893190,2,2,5,1710.069691,856.0787036,1710.069691
893202,0,3,18,1124.358689,907.1169238,4497.434756
893211,1,0,5,1851.649472,1295.642485,7406.597887
893220,0,0,10,1729.39868,1458.471617,3458.797359
893239,0,0,2,532.8892311,487.831919,1065.778462
893248,0,0,3,509.3923818,1356.854955,39
893257,0,0,8,466.93094,1562.448093,14
893266,1,1,17,505.4444636,300.4065503,2
893275,0,0,16,436.8652982,947.7237562,16
893284,1,0,12,496.5478243,1033.595581,34
893293,0,0,10,546.0625023,1125.522832,21
893305,2,3,5,1101.209658,939.8348503,2202.419315
893314,1,1,13,532.1457895,887.8889331,-18
893323,1,1,21,1690.839722,760.6616362,5072.519166
893332,0,1,6,1380.703096,432.3212493,8284.218577
893341,1,1,12,511.9693074,367.9949758,9
893350,0,0,9,507.9548489,1054.222449,18
893369,1,2,8,1231.092071,589.8983649,2462.184143
893378,2,0,11,481.1245326,761.3635498,-52
893387,1,0,5,470.0427839,897.107911,1
893396,2,4,19,1621.367145,388.0500789,4864.101436
893408,0,0,15,519.5584979,202.0018276,17
893417,0,2,14,1434.753104,727.7125824,2869.506208
893426,0,1,2,546.5391694,786.5914002,22
893435,0,0,6,507.3944442,726.103031,30
893444,1,0,19,491.6993774,1090.137931,49
893453,0,1,11,709.1572135,871.3874167,2836.628854
893462,1,8,24,1489.397202,219.721233,10425.78041
893471,1,1,8,520.4507623,610.0347573,-39
893480,1,2,9,511.9591005,973.7787381,511.9591005
893499,0,1,21,1498.87531,1003.718622,2997.750619
893501,1,0,11,509.9864186,995.9725131,-36
893510,1,5,15,1911.930503,348.5292242,7647.722013
893529,1,2,13,509.852888,1152.17323,509.852888
893538,0,2,18,1492.293601,337.7236121,2984.587202
893547,1,1,5,469.7497794,726.7730891,20
893556,1,1,19,1771.981568,1369.373815,1771.981568
893565,0,1,4,558.7439782,650.3016773,1117.487956
893583,0,1,13,508.8320237,367.5214236,1017.664047
893592,0,0,4,484.7121457,202.1884606,22
893604,1,0,6,456.736776,1410.866755,-81
893613,1,1,19,531.1681818,52.07070923,-8
893622,1,1,21,1579.029988,519.9975484,1579.029988
893631,1,0,2,519.5628769,1220.162761,-71
893640,1,0,19,524.2416769,1491.172956,524.2416769
893659,0,1,13,1802.999939,1184.49512,7211.999755
893668,1,0,12,475.0437567,1425.29589,-67
893677,0,1,20,528.80601,1115.770952,31
893686,1,0,12,2428.019871,-92.84132468,2428.019871
893695,1,0,11,472.7548583,471.3932278,5
893707,0,1,2,477.1879053,1770.997882,954.3758106
893716,1,0,2,530.4446272,1341.922045,530.4446272
893725,4,3,20,1672.336717,455.5934811,-81
893734,0,0,19,543.5480245,1059.996431,1
893743,1,0,6,510.5949571,1618.01756,-19
893752,1,1,13,510.1928624,686.7971712,3
893761,0,0,16,1889.60978,464.7650871,5668.829341
893770,0,4,19,1151.287597,-20.08338601,6907.725583
893789,0,0,20,496.0023205,1176.931438,33
893798,1,1,10,478.3370076,616.2050295,38
893800,0,0,20,514.2073675,1095.794467,32
893819,1,1,9,467.8627161,927.5945017,-72
893828,1,1,2,520.2062857,652.0370514,-31
893837,1,0,20,1518.099465,937.2707478,1518.099465
893846,1,7,90,1111.896065,841.533916,10007.06458
893855,1,1,5,486.6531511,419.0700398,18
893864,1,1,12,501.7317742,763.1401439,-33
893873,2,0,18,1420.791444,850.9065992,1420.791444
893882,0,1,11,481.2232099,1560.63426,9
893891,0,0,1,490.9416164,918.3680074,25
893903,0,0,17,466.5449596,815.9754433,14
893912,0,1,7,510.3849318,138.2654325,13
893921,0,0,4,1555.524759,805.404654,3111.049518
893930,0,0,3,501.5580112,513.8366016,36
893949,1,1,10,487.3632986,527.018723,-95
893958,1,0,19,497.9098161,-3.29817332,36
893967,1,1,7,456.8215984,1760.945953,-69
893976,1,1,7,491.4429191,1038.511668,-62
893985,0,1,2,469.9431674,1091.744592,12
893994,1,0,22,1466.018543,1031.481889,1466.018543
894003,0,0,17,1195.458183,789.1312312,2390.916367
894012,0,0,17,503.6462407,562.8896183,23
894021,1,3,6,1748.19375,727.5837608,5244.581251
894030,0,3,9,1898.886771,968.0926407,5696.660314
894049,0,3,13,1593.309364,1099.699939,4779.928093
894058,0,0,9,1394.176374,1383.437843,4182.529121
894067,0,0,13,504.6104551,169.4006471,30
894076,0,2,4,1648.03663,971.947441,3296.073261
894085,0,0,15,1633.45089,943.8590699,3266.90178
894094,2,1,16,1744.678753,767.7625606,5234.036258
894106,0,0,20,484.0666947,390.6926476,1
894115,0,0,8,540.8050635,802.6825584,15
894124,0,1,13,491.4268806,-180.7534017,35
894133,0,0,9,553.2620218,939.3372061,16
894142,0,0,3,450.9974234,905.566059,901.9948468
894151,1,0,15,524.4925984,689.1396146,-48
894160,1,0,17,457.4093518,702.4047879,-71
894179,0,5,19,1425.426136,1089.788153,7127.130682
894188,0,0,28,1241.870315,355.8128969,11176.83283
894197,0,1,2,498.7201461,652.2616643,49
894209,0,2,23,2056.820428,402.6098331,6170.461284
894218,0,1,20,1583.987017,596.5423097,3167.974033
894227,0,0,7,485.6553741,1281.276107,16
894236,0,0,20,555.0553842,138.584594,21
894245,0,0,15,516.2265454,294.3696161,18
894254,0,0,4,485.3950408,1035.854414,2
894263,0,1,15,1457.887248,850.4459436,4373.661743
894272,0,1,7,501.8299547,420.1531509,11
894281,0,0,11,1802.300302,340.0010298,5406.900906
894290,1,0,24,1292.060049,923.0456072,6460.300246
894302,0,0,9,471.1017298,552.0810374,31
894311,0,2,23,1630.210734,492.8308479,4890.632203
894320,1,0,17,533.5487736,282.5441735,-91
894339,0,0,14,476.1072973,1343.53937,38
894348,0,5,16,1676.499671,552.7608741,10058.99803
894357,0,1,15,451.9293448,1483.229473,3
894366,0,1,24,1439.491332,281.2017168,7197.456659
894375,1,0,12,493.9799578,956.2937603,26
894384,2,12,52,1334.175729,1012.721974,13341.75729
894393,1,0,11,482.2410691,1159.361708,49
894405,1,1,3,454.652163,1225.174655,-34
894414,0,1,1,501.8474207,994.9089033,38
894423,0,1,2,489.5713094,-33.95792837,6
894432,0,2,14,1490.723735,1112.134272,2981.447469
894441,0,0,18,467.8706713,741.6168297,17
894450,0,0,8,515.5228586,112.7860783,18
894469,0,1,7,1570.101099,680.693511,3140.202198
894478,1,0,7,524.9545706,711.0790445,1
894487,1,0,18,506.271278,671.4820157,43
894496,0,0,4,564.9809283,602.4131781,17
894508,0,0,14,551.9665809,457.6411181,1103.933162
894517,0,3,9,2174.144506,875.7530049,8696.578024
894526,2,1,9,1129.87513,1285.624123,1129.87513
894535,1,1,15,500.0600393,699.242024,43
894544,0,2,3,1989.28328,710.0589698,3978.56656
894553,0,1,17,1791.238503,424.1285071,5373.715509
894562,1,1,5,970.2128863,773.7672974,970.2128863
894571,0,1,22,524.5712978,1293.618368,1049.142596
894580,0,1,8,1521.953642,398.9456905,4565.860925
774338,1,1,8,558.1765139,725.2046177,558.1765139
776444,1,1,6,511.8915381,587.2669868,-3
596754,1,1,4,499.6488252,172.6847359,40
838780,1,1,7,1735.613149,1515.522599,43
829144,1,0,6,1248.217156,454.3376909,14
815512,1,0,5,1738.247476,1193.816151,-31
810290,1,1,13,1737.789003,227.2820902,39
721677,0,1,7,493.7650776,269.2852441,16
819903,1,0,21,808.8243888,589.0222475,-21
828259,0,0,10,1416.478307,1434.416579,28
832760,1,0,17,1499.636467,329.1277879,-15
850054,0,0,18,1960.699088,573.1390689,13
827597,0,0,21,1598.951186,1144.977547,29
811934,0,0,16,1631.142761,621.9144109,33
820329,1,1,21,1659.913459,872.6886386,-8
819181,1,0,12,1750.531854,109.9047472,3
704269,0,0,15,1636.654138,1117.357055,46
807469,0,1,14,1850.519542,797.354013,16
738367,0,0,21,1433.5574,1068.173657,3
758703,0,0,19,1408.125261,1138.711296,37
824000,0,0,5,1268.073252,536.501528,42
640255,1,1,7,427.7134573,0,22
767675,0,1,12,1340.65682,1274.883249,44
875105,0,0,18,536.4585287,386.3171728,47
859338,0,0,15,1322.952799,702.1239926,41
765532,0,1,8,453.9464093,1254.066505,37
768430,0,0,17,1707.944656,955.410258,18
808251,1,1,15,1909.856252,508.7461566,7
686187,0,0,10,498.4120927,147.1054041,12
813732,0,0,3,1261.690416,1203.781579,17
827814,0,0,16,1415.835249,754.1797209,1
871237,0,0,1,1065.320407,915.7747134,14
877341,0,0,4,564.3032421,1483.208382,40
791241,0,1,17,1499.556826,1033.759975,36
834540,0,0,7,1603.256465,944.7248187,42
863607,0,0,1,1194.272571,715.241794,4
822837,1,0,10,2067.338029,1211.199559,-43
768289,0,1,10,1596.567594,568.5615759,3
826808,1,0,19,1422.15353,1237.774246,-57
814720,0,1,5,513.9639026,1127.545584,0
687111,0,0,12,556.390905,0,4
657468,1,0,20,1734.391738,54.34982754,21
642772,0,0,6,1669.392978,59.72853376,3338.785956
707886,0,0,18,547.473736,1553.998113,38
758785,0,0,7,1300.900465,1341.136728,34
765587,0,0,8,1289.649261,1110.212307,45
813808,0,2,2,2055.067472,849.5474999,4110.134944
833226,0,1,9,1259.789032,583.2133119,6
856289,0,0,21,1750.688385,1523.989232,17
862048,0,0,11,1604.54832,416.6921776,9
837970,0,0,14,1081.037147,1018.835185,10
845818,0,0,13,1656.716091,1281.124113,23
847906,1,1,5,1261.909944,1325.311541,1261.909944
615253,1,0,8,492.9059406,0,-6
733504,0,0,7,1609.514636,731.7457625,25
799416,0,0,6,490.8064465,930.8580106,49
768355,0,0,6,1636.62599,750.6674957,43
809669,1,0,19,2164.205781,515.5193423,-42
827065,1,0,7,1500.022598,1102.027148,-14
834205,0,0,21,1117.400451,1067.877998,39
861939,0,0,5,979.744542,856.7273296,25
878179,0,0,21,534.550443,1187.169729,8
890256,0,0,1,527.8876975,581.5833382,40
712620,0,0,11,1274.117984,1979.360379,8
856092,0,0,21,502.1701291,485.8526278,36
648091,1,1,12,515.6791294,179.681927,-5
764496,0,1,1,1331.067472,495.0111657,16
804374,0,0,8,1431.891628,1063.623018,40
835181,0,0,6,1396.114211,923.7230729,3
712228,0,0,20,538.656774,791.4259049,13
788090,0,0,14,1897.749154,835.2625584,25
804392,0,0,6,1474.306618,1103.948662,2
840318,0,0,15,1240.325706,1520.783106,12
647179,1,0,11,509.6898211,0,-44
704184,1,0,10,2100.458945,793.6206748,30
723327,1,1,11,1283.662284,1261.703595,16
724342,0,0,20,486.7299592,1435.211223,33
760975,0,0,21,514.4539175,1090.553546,39
829416,0,1,14,1395.359111,569.743939,44
666385,1,0,18,502.337658,134.6001737,-78
873183,0,1,18,1589.705265,1013.128326,23
818214,1,1,15,1871.08994,1095.195113,-16
731313,0,1,19,1829.552576,515.8818061,43
784047,0,1,9,1830.729639,1221.377609,44
795605,0,1,2,1608.334614,1172.513998,16
810496,0,1,19,1797.029199,1359.434667,4
837149,0,0,3,1635.536759,1231.139645,30
859392,0,0,15,513.6575717,153.1866884,41
711883,0,0,4,503.7261677,683.2217794,7
793441,0,0,14,1176.017099,407.9792253,20
608648,1,0,10,494.0511302,18.11977941,-14
705341,0,0,12,1363.705925,325.6776749,27
833114,0,0,17,471.3890051,272.8270162,8
857437,0,1,19,1393.480263,628.5163669,9
869047,0,0,13,2043.011997,447.4632998,30
873679,0,0,14,502.7620832,712.014421,16
705293,1,0,12,1590.337662,327.2322047,-68
758169,0,0,12,1790.236699,534.9778616,32
635671,1,0,21,452.2990226,0,-51
829621,0,1,13,2415.752403,985.9244553,50
713270,0,0,17,477.7284137,1417.473124,10
844419,1,1,9,1664.380525,1885.994567,42
666497,1,0,4,476.8898308,191.1688642,38
855956,0,0,19,2046.260098,1593.876196,38
794671,0,1,10,1666.451976,274.0425625,46
607614,1,0,3,511.2286217,139.5320182,-32
688556,0,0,16,1864.908221,0,36
749868,0,0,14,1803.380971,814.5605434,47
757603,0,0,9,1500.435314,1147.135451,24
841584,0,0,11,1669.822059,1115.327212,48
875422,0,0,3,513.6545919,1398.639904,26
664792,0,0,7,1414.826696,0,42
694865,0,0,6,1620.730976,0,22
709563,0,1,15,1615.826294,510.1939963,41
759559,0,0,18,1741.555615,771.9166841,7
768403,0,0,7,2113.106725,438.3091854,46
853822,0,0,8,1681.358316,869.8471705,12
744292,0,0,7,1415.003875,719.0608862,32
788586,0,0,3,1471.73631,-267.5540277,27
841838,0,0,18,1375.63286,1148.175174,22
844521,0,1,13,1092.136373,788.4337444,2184.272747
570905,1,1,10,1706.261103,0,1706.261103
786425,1,0,9,1634.160562,653.8300257,12
670681,0,0,13,1597.275256,0,48
819127,0,0,15,1466.105812,986.4047946,37
852496,0,0,5,1493.054153,712.3570383,37
890706,0,0,9,526.6296606,1048.822047,12
763257,0,0,6,2165.827523,827.5471019,7
634188,1,1,8,516.7197995,112.6887339,50
658821,0,0,8,487.0144764,141.6808733,31
671567,0,0,21,1378.264952,146.6846083,15
815884,0,0,18,1560.579013,737.8509382,34
836629,0,1,16,1524.343632,811.917622,30
842929,0,0,4,1830.431444,1706.52987,41
859039,0,1,17,2096.805427,387.0590531,6290.416282
736019,0,1,19,2332.155655,619.2970928,14
719003,0,0,10,503.9403085,186.8319027,10
840466,1,0,13,464.8483629,927.8011522,-79
836517,0,0,14,489.0595413,571.2033927,34
767451,0,0,2,1221.13213,410.9620277,18
770349,0,1,8,552.49762,3.016603678,38
780432,0,1,12,463.9217368,1217.832413,13
861546,0,0,6,1683.361374,344.4987831,50
875767,0,1,14,465.33219,1037.087303,11
695406,0,0,4,1904.28941,27.78766665,42
702863,0,0,16,1456.644316,2106.718091,30
760201,0,0,17,1940.21671,1362.468002,34
794390,0,0,14,1507.026984,1413.249548,49
839844,0,0,2,1022.000633,1728.445518,32
845144,0,0,18,1294.513642,123.4769823,2589.027285
872681,0,0,20,971.7279756,622.30947,6
874304,0,0,20,1696.99454,1215.275465,3393.98908
874368,0,0,17,2039.41113,1168.332077,37
660244,0,0,14,1617.504884,0,6
698434,0,0,5,444.8265319,0,28
719759,0,0,20,495.5697223,496.0185897,27
749998,0,0,7,1586.472024,102.3174074,48
752822,0,0,7,1947.469335,1076.321807,37
797449,1,0,20,508.7897691,906.0318036,-47
883463,0,1,16,473.6350482,357.8983722,3
678931,0,0,18,1218.861271,32.15252653,1
662574,1,0,13,537.5626034,46.49065812,48
690652,1,0,3,1592.944203,98.66991238,-61
696654,1,0,6,1402.497418,0,-24
714277,0,0,12,1668.590717,1014.122127,31
816715,0,0,5,1716.263406,349.8019403,26
855741,0,0,20,1330.827465,760.5993045,1
811738,0,1,11,1948.206609,752.2737616,20
880462,0,0,2,530.6194725,975.8350925,11
725125,0,1,8,489.3427614,1046.580936,35
683926,1,0,7,503.4189542,175.6751247,45
770022,0,0,3,537.0473474,672.2882734,3
604891,1,0,3,504.5465425,150.457989,-34
825454,1,1,1,852.1822148,1407.071995,-100
611880,1,0,18,1533.862458,0,37
657927,1,1,14,1748.211819,120.4022581,3
711735,1,0,15,1711.047296,700.6239955,-29
570343,0,1,3,1459.247448,0,14
744872,0,0,8,1491.680219,1041.831977,1
842255,0,1,11,982.9095484,493.3898395,26
848109,0,0,13,1569.374709,683.2138818,32
639213,1,0,20,463.769916,54.54779966,-72
569619,0,0,16,1663.263078,0,0
829171,1,1,16,1747.336775,1227.839334,15
736550,1,0,6,532.3578375,984.2194113,-95
740584,0,0,19,1685.554487,-1.378259247,27
646109,0,1,10,527.7235866,0,32
647085,1,1,10,480.037173,122.6901279,-16
656603,0,0,3,1577.946881,41.0552848,14
705444,0,0,19,1971.866866,859.6869332,34
715591,0,0,12,1299.761207,856.7375829,12
725938,0,1,18,2102.263518,764.4610616,23
807058,0,0,4,1707.100906,1310.681941,19
820039,0,0,6,1600.154204,1492.815607,48
831709,0,0,6,1332.286304,212.2519363,17
852160,0,1,8,1659.67993,170.6241081,48
867614,0,0,7,2044.626981,1195.629404,33
869298,0,0,8,1867.06659,-68.9668719,11
874005,1,0,22,1834.341621,2016.057789,1834.341621
877695,0,0,16,621.4088199,327.3643507,19
882671,0,0,8,517.817556,827.9667462,40
884451,0,1,8,503.6427979,646.4539382,30
800639,0,1,19,1288.737832,271.9337473,41
830588,0,0,18,1697.712768,1032.426396,37
862637,0,0,3,540.2426065,1221.053672,7
625917,1,0,17,460.2171381,163.3606666,-26
655558,0,0,15,517.1509686,0,16
695527,1,0,16,1419.939338,137.6776174,33
695778,1,0,8,1889.188619,152.7545795,-56
702283,1,0,19,1343.15841,375.140289,27
858470,1,1,11,1440.317703,1128.045576,-33
20921,0,1,5,2032.563714,0,16
671129,0,0,9,527.6593565,118.3139326,34
826442,0,1,7,1779.469994,1421.433836,34
886138,0,1,3,502.4946911,491.7687099,36
667793,1,0,4,475.8084637,199.8195336,-100
698078,0,0,16,1847.397112,0,49
770200,0,0,1,1506.666838,1018.56001,45
855004,0,0,21,1518.564336,1105.988712,16
642503,0,1,21,1563.387632,0,1
681771,0,0,20,523.7586096,26.37743412,11
691604,0,1,2,1442.659792,0,7
693774,0,0,2,497.2300667,22.87553943,2
702032,0,0,21,1747.656901,989.1717917,38
702845,0,0,1,1298.342515,622.5929195,13
712901,0,1,15,1905.419454,536.6973961,26
722245,0,0,13,521.285107,1934.931108,12
727503,0,1,13,1313.085201,100.2297079,4
728902,0,0,12,457.6518072,594.6705222,33
741291,0,0,8,1542.36152,1200.932056,16
746380,1,0,10,1653.846001,885.3934713,-3
749082,0,0,16,1206.356928,618.5992756,0
750396,0,0,20,1760.387417,1201.377036,10
754899,0,0,2,1718.407694,1190.833439,40
761785,0,0,5,1669.448968,738.1648395,42
768104,0,0,21,1784.872183,1433.334626,2
772295,0,0,6,2388.22843,536.4979788,30
776211,0,0,1,483.3497867,956.4453775,21
776305,0,0,9,1318.461815,910.1688225,39
791625,0,1,13,1717.38208,1359.416567,3
794363,0,1,5,1219.399387,841.1813144,40
801654,0,1,9,2026.855512,656.5700595,2
810302,0,1,14,1736.192821,1098.59221,17
824813,0,0,3,2028.129039,207.7523311,10
854810,0,0,10,504.1416917,1255.692687,1
857213,0,0,16,1067.695267,832.5270804,1
873110,0,0,17,1135.988445,332.7557455,5
873370,0,0,17,1829.465832,684.7970471,48
877725,0,0,8,514.9123946,481.3376765,31
882541,0,0,9,507.8144186,393.6156551,43
589260,0,1,13,1324.719531,115.1279954,2649.439063
861715,0,0,5,511.0401667,224.3644486,15
642400,0,0,5,1854.217938,75.1637115,6
703525,0,0,18,1241.610413,542.0885718,32
773461,0,0,21,505.959254,1102.467662,35
699767,1,0,7,511.739635,151.7934189,-66
786760,0,0,10,1328.572102,352.8712238,7
829902,0,0,18,1176.726933,1081.837386,19
659837,0,0,12,1533.551162,0.748797797,8
695116,0,0,2,1598.227424,30.38284725,6
718136,0,0,19,1729.914583,791.3749652,26
733670,0,1,2,1585.936611,277.1342666,29
737593,0,0,12,1287.875075,-288.8008418,34
764599,0,0,7,1576.358552,1017.801353,3152.717104
884741,0,1,14,1765.225034,1451.73156,3530.450067
653022,0,0,3,492.6004561,0,14
826264,0,1,18,1591.99779,998.4485442,10
613295,1,0,4,514.5310043,0,-90
677448,1,1,7,1450.812232,0,-42
712910,1,1,21,1240.041897,546.5374077,5
763921,0,0,12,977.2341144,934.9635938,18
803498,0,0,4,1584.851657,1116.726538,18
812847,0,0,19,1865.629757,979.437766,3
